Input Facts,Input Rules,Inference,Label,Template Type
 Mary travelled to the kitchen. Mary moved to the hallway. John went to the office. John went back to the garden. John moved to the hallway. Sandra travelled to the hallway., If Mary travelled to the kitchen then Mary is in the kitchen. If Mary moved to the hallway then Mary is in the hallway. If John went to the office then John is in the office. If John went back to the garden then John is in the garden. If John moved to the hallway then John is in the hallway. If Sandra travelled to the hallway then Sandra is in the hallway.,John is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the kitchen. Mary moved to the hallway. John went to the office. John went back to the garden. John moved to the hallway. Sandra travelled to the hallway. Mary moved to the garden. Daniel journeyed to the hallway., If Mary travelled to the kitchen then Mary is in the kitchen. If Mary moved to the hallway then Mary is in the hallway. If John went to the office then John is in the office. If John went back to the garden then John is in the garden. If John moved to the hallway then John is in the hallway. If Sandra travelled to the hallway then Sandra is in the hallway. If Mary moved to the garden then Mary is in the garden. If Daniel journeyed to the hallway then Daniel is in the hallway.,Mary is in the office.,FALSE,Type 4-PersonLocationChange
 Mary travelled to the kitchen. Mary moved to the hallway. John went to the office. John went back to the garden. John moved to the hallway. Sandra travelled to the hallway. Mary moved to the garden. Daniel journeyed to the hallway. Daniel went to the bedroom. Mary travelled to the bedroom., If Mary travelled to the kitchen then Mary is in the kitchen. If Mary moved to the hallway then Mary is in the hallway. If John went to the office then John is in the office. If John went back to the garden then John is in the garden. If John moved to the hallway then John is in the hallway. If Sandra travelled to the hallway then Sandra is in the hallway. If Mary moved to the garden then Mary is in the garden. If Daniel journeyed to the hallway then Daniel is in the hallway. If Daniel went to the bedroom then Daniel is in the bedroom. If Mary travelled to the bedroom then Mary is in the bedroom.,Sandra is in the garden.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the office. Sandra travelled to the bathroom., If Mary journeyed to the office then Mary is in the office. If Sandra travelled to the bathroom then Sandra is in the bathroom.,Mary is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the office. Sandra travelled to the bathroom. Sandra travelled to the office. Mary went back to the hallway., If Mary journeyed to the office then Mary is in the office. If Sandra travelled to the bathroom then Sandra is in the bathroom. If Sandra travelled to the office then Sandra is in the office. If Mary went back to the hallway then Mary is in the hallway.,Mary is in the hallway.,TRUE,Type 4-PersonLocationChange
 Mary journeyed to the office. Sandra travelled to the bathroom. Sandra travelled to the office. Mary went back to the hallway. Daniel went back to the office. Sandra went to the bathroom., If Mary journeyed to the office then Mary is in the office. If Sandra travelled to the bathroom then Sandra is in the bathroom. If Sandra travelled to the office then Sandra is in the office. If Mary went back to the hallway then Mary is in the hallway. If Daniel went back to the office then Daniel is in the office. If Sandra went to the bathroom then Sandra is in the bathroom.,Sandra is in the hallway.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the office. Sandra travelled to the bathroom. Sandra travelled to the office. Mary went back to the hallway. Daniel went back to the office. Sandra went to the bathroom. John journeyed to the bedroom. Sandra went back to the office., If Mary journeyed to the office then Mary is in the office. If Sandra travelled to the bathroom then Sandra is in the bathroom. If Sandra travelled to the office then Sandra is in the office. If Mary went back to the hallway then Mary is in the hallway. If Daniel went back to the office then Daniel is in the office. If Sandra went to the bathroom then Sandra is in the bathroom. If John journeyed to the bedroom then John is in the bedroom. If Sandra went back to the office then Sandra is in the office.,John is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the office. Sandra travelled to the bathroom. Sandra travelled to the office. Mary went back to the hallway. Daniel went back to the office. Sandra went to the bathroom. John journeyed to the bedroom. Sandra went back to the office. Daniel went to the bedroom. Sandra travelled to the garden., If Mary journeyed to the office then Mary is in the office. If Sandra travelled to the bathroom then Sandra is in the bathroom. If Sandra travelled to the office then Sandra is in the office. If Mary went back to the hallway then Mary is in the hallway. If Daniel went back to the office then Daniel is in the office. If Sandra went to the bathroom then Sandra is in the bathroom. If John journeyed to the bedroom then John is in the bedroom. If Sandra went back to the office then Sandra is in the office. If Daniel went to the bedroom then Daniel is in the bedroom. If Sandra travelled to the garden then Sandra is in the garden.,Sandra is in the office.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the hallway. Sandra went to the garden., If Mary journeyed to the hallway then Mary is in the hallway. If Sandra went to the garden then Sandra is in the garden.,Mary is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the hallway. Sandra went to the garden. Sandra journeyed to the hallway. Mary journeyed to the bathroom., If Mary journeyed to the hallway then Mary is in the hallway. If Sandra went to the garden then Sandra is in the garden. If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary journeyed to the bathroom then Mary is in the bathroom.,Mary is in the bathroom.,TRUE,Type 4-PersonLocationChange
 Mary journeyed to the hallway. Sandra went to the garden. Sandra journeyed to the hallway. Mary journeyed to the bathroom. John went to the bathroom. Mary went back to the kitchen., If Mary journeyed to the hallway then Mary is in the hallway. If Sandra went to the garden then Sandra is in the garden. If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary journeyed to the bathroom then Mary is in the bathroom. If John went to the bathroom then John is in the bathroom. If Mary went back to the kitchen then Mary is in the kitchen.,Mary is in the kitchen.,TRUE,Type 4-PersonLocationChange
 Mary journeyed to the hallway. Sandra went to the garden. Sandra journeyed to the hallway. Mary journeyed to the bathroom. John went to the bathroom. Mary went back to the kitchen. Daniel went back to the bedroom. Sandra travelled to the bathroom., If Mary journeyed to the hallway then Mary is in the hallway. If Sandra went to the garden then Sandra is in the garden. If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary journeyed to the bathroom then Mary is in the bathroom. If John went to the bathroom then John is in the bathroom. If Mary went back to the kitchen then Mary is in the kitchen. If Daniel went back to the bedroom then Daniel is in the bedroom. If Sandra travelled to the bathroom then Sandra is in the bathroom.,Sandra is in the office.,FALSE,Type 4-PersonLocationChange
 Mary journeyed to the hallway. Sandra went to the garden. Sandra journeyed to the hallway. Mary journeyed to the bathroom. John went to the bathroom. Mary went back to the kitchen. Daniel went back to the bedroom. Sandra travelled to the bathroom. Sandra journeyed to the bedroom. Sandra went to the office., If Mary journeyed to the hallway then Mary is in the hallway. If Sandra went to the garden then Sandra is in the garden. If Sandra journeyed to the hallway then Sandra is in the hallway. If Mary journeyed to the bathroom then Mary is in the bathroom. If John went to the bathroom then John is in the bathroom. If Mary went back to the kitchen then Mary is in the kitchen. If Daniel went back to the bedroom then Daniel is in the bedroom. If Sandra travelled to the bathroom then Sandra is in the bathroom. If Sandra journeyed to the bedroom then Sandra is in the bedroom. If Sandra went to the office then Sandra is in the office.,Sandra is in the garden.,FALSE,Type 4-PersonLocationChange
 Mary went back to the bedroom. Mary travelled to the garden., If Mary went back to the bedroom then Mary is in the bedroom. If Mary travelled to the garden then Mary is in the garden.,Mary is in the office.,FALSE,Type 4-PersonLocationChange
 Mary went back to the bedroom. Mary travelled to the garden. John journeyed to the kitchen. Sandra went back to the office., If Mary went back to the bedroom then Mary is in the bedroom. If Mary travelled to the garden then Mary is in the garden. If John journeyed to the kitchen then John is in the kitchen. If Sandra went back to the office then Sandra is in the office.,Mary is in the office.,FALSE,Type 4-PersonLocationChange
 Mary went back to the bedroom. Mary travelled to the garden. John journeyed to the kitchen. Sandra went back to the office. Mary journeyed to the bedroom. Sandra travelled to the bathroom., If Mary went back to the bedroom then Mary is in the bedroom. If Mary travelled to the garden then Mary is in the garden. If John journeyed to the kitchen then John is in the kitchen. If Sandra went back to the office then Sandra is in the office. If Mary journeyed to the bedroom then Mary is in the bedroom. If Sandra travelled to the bathroom then Sandra is in the bathroom.,John is in the bedroom.,FALSE,Type 4-PersonLocationChange
